Suburb,State,Postcode,Lat,Lng,Bounds_N,Bounds_E,Bounds_S,Bounds_W
Nangetty,WA,6522,-29.1421485,115.5681084,-28.9171174,115.7522692,-29.3731724,115.2502198
Nangiloc,VIC,3494,-34.540636,142.1487691,-34.3623246,142.4242879,-34.6894453,141.9930328
Nangkita,SA,5210,-35.3589696,138.6288642,-35.2873434,138.7353836,-35.3969259,138.5398805
Nangram,QLD,4416,-26.9267532,150.1341328,-26.7737612,150.3808742,-27.1473632,149.5882186
Nangwarry,SA,5277,-37.3768832,140.8040271,-37.1772208,140.9733549,-37.6907417,140.6101409
Nangwee,QLD,4407,-27.5330018,151.1982604,-27.3988994,151.3426551,-27.8052797,150.7322633
Nankin,QLD,4701,-23.3500536,150.5501151,-22.9673254,150.7803236,-23.5185148,150.4894445
Nanneella,VIC,3561,-36.3317046,144.6533747,-36.2250467,144.931908,-36.443,144.4318729
Nannup,WA,6275,-34.0365179,115.7575196,-33.6592902,115.9798663,-34.4066469,115.3370682
Nantawarra,SA,5550,-34.2009379,138.1995591,-33.9676745,138.3581782,-34.3252018,138.0625946
Nanum,QLD,4874,-12.6318718,141.8707759,-9.7696596,143.5560446,-17.7231925,137.5026752
Nanutarra,WA,6751,-22.7235265,117.5495846,-21.2964681,119.4268171,-23.8878664,115.2209373
Nap Nap Marra,VIC,3860,-37.6951451,146.9661233,-37.4325262,147.1957947,-38.0393099,146.7263199
Napier Lane,NSW,2379,-31.0917446,149.7948904,-30.8608568,150.0197514,-31.3311828,149.4124487
Nar Nar Goon,VIC,3812,-38.0817495,145.5690835,-37.9884709,145.6180306,-38.159646,145.5199539
Nar Nar Goon North,VIC,3812,-38.0817495,145.5690835,-37.9884709,145.6180306,-38.159646,145.5199539
Narangba,QLD,4504,-27.2015813,152.9655318,-27.1584906,153.0126709,-27.2154403,152.8445348
Narbethong,VIC,3778,-37.553614,145.6467583,-37.460568,145.7302719,-37.6529609,145.550409
Nareeb,VIC,3293,-37.7609742,142.5745556,-37.5792909,142.6931927,-37.8832461,142.4199391
Nareen,VIC,3315,-37.4420537,141.7255991,-37.194131,141.9401628,-37.7282674,141.431505
Nareewillock,VIC,3525,-36.2125211,143.4338092,-36.060582,143.7123339,-36.4469751,143.092854
Narellan,NSW,2567,-34.048387,150.7562989,-34.0118235,150.786572,-34.0846187,150.7092938
Narellan Vale,NSW,2567,-34.048387,150.7562989,-34.0118235,150.786572,-34.0846187,150.7092938
Narembeen,WA,6369,-32.1158025,118.9528645,-31.908324,119.1851666,-32.2463107,118.2166255
Naremburn,NSW,2065,-33.8269489,151.195674,-33.8123685,151.2103835,-33.8433377,151.1783738
Nariel Valley,VIC,3707,-36.4104992,147.9162555,-36.0458384,148.2206572,-36.7858221,147.6508824
Naring,VIC,3636,-36.102425,145.5136433,-36.0137909,145.6521439,-36.1992934,145.3317939
Naringal,VIC,3277,-38.4034955,142.6814062,-38.3504978,142.8515749,-38.4960192,142.544232
Naringal East,VIC,3277,-38.4034955,142.6814062,-38.3504978,142.8515749,-38.4960192,142.544232
Narlaby,SA,5655,-32.4398005,135.2243578,-32.2195465,135.7917352,-32.8150878,134.7516106
Naroghid,VIC,3266,-38.3948462,143.1534436,-38.2228042,143.3644946,-38.5874299,142.939044
Narrabarba,NSW,2551,-37.2277856,149.7948904,-36.9415301,150.051526,-37.5050765,149.3165901
Narrabeen,NSW,2101,-33.6891976,151.2685382,-33.6594766,151.3103276,-33.7253299,151.2295143
Narrabundah,ACT,2604,-35.3321319,149.1529768,-35.3075606,149.1629605,-35.3457163,149.1351911
Narraburra,NSW,2666,-34.4152092,147.5532762,-34.1097892,147.8703423,-34.7911047,147.2848433
Narracan,VIC,3824,-38.2177192,146.1812023,-38.0943289,146.2825369,-38.349749,146.0721632
Narraport,VIC,3483,-35.9221523,142.8312661,-35.757484,143.181771,-36.0868104,142.6007721
Narrapumelap South,VIC,3293,-37.7609742,142.5745556,-37.5792909,142.6931927,-37.8832461,142.4199391
Narraweena,NSW,2099,-33.7500081,151.2860306,-33.7161154,151.3044086,-33.7682649,151.2458787
Narrawong,VIC,3285,-38.2498873,141.9822579,-38.1505574,142.2931766,-38.3778222,141.6607654
Narre Warren,VIC,3805,-38.0302499,145.3032906,-37.99529,145.3357969,-38.074511,145.2797668
Narre Warren East,VIC,3804,-37.9788019,145.3309395,-37.9504449,145.3882842,-38.0057756,145.2750471
Narre Warren North,VIC,3804,-37.9788019,145.3309395,-37.9504449,145.3882842,-38.0057756,145.2750471
Narre Warren South,VIC,3805,-38.0302499,145.3032906,-37.99529,145.3357969,-38.074511,145.2797668
Narridy,SA,5523,-33.3562876,138.1200592,-33.1038293,138.3889075,-33.5520075,137.8693078
Narrikup,WA,6326,-34.777437,117.6904167,-34.6871904,117.9528519,-34.851243,117.4881465
Narrogin,WA,6312,-32.9486659,117.4086488,-32.8039792,117.7157932,-33.1084816,116.9516096
Narrogin Valley,WA,6312,-32.9486659,117.4086488,-32.8039792,117.7157932,-33.1084816,116.9516096
Narromine,NSW,2821,-32.3212524,148.0982046,-31.9045051,148.4568969,-32.4862266,147.7071289
Narrung,SA,5259,-35.5041395,139.4059435,-35.1243785,139.6199299,-35.7345458,138.9737121
Narrung,VIC,3597,-34.9071543,143.1749726,-34.6478632,143.3595552,-35.1140979,142.8666369
Narwee,NSW,2209,-33.9454921,151.0791612,-33.9358303,151.0920397,-33.9607833,151.0619131
Nashdale,NSW,2800,-33.2792017,149.0582632,-32.9985831,149.3372039,-33.5943748,148.7077516
Nashua,NSW,2479,-28.713311,153.5098019,-28.5963222,153.6006761,-28.7893214,153.4294841
Nathalia,VIC,3638,-36.0388917,145.2038278,-35.8273039,145.2758759,-36.1849599,144.9993027
Nathan,QLD,4111,-27.5515001,153.0559687,-27.5363025,153.0676688,-27.5609691,153.0390286
Nattai,NSW,2570,-34.0252949,150.6285091,-33.9449619,150.7623613,-34.1498476,150.4090403
Natte Yallock,VIC,3465,-37.0550295,143.6935405,-36.8746779,143.9763284,-37.181662,143.3786589
Naturaliste,WA,6281,-33.6107557,115.0821842,-33.5295899,115.1660542,-33.6995251,115.0034832
Naturi,SA,5259,-35.5041395,139.4059435,-35.1243785,139.6199299,-35.7345458,138.9737121
Natya,VIC,3597,-34.9071543,143.1749726,-34.6478632,143.3595552,-35.1140979,142.8666369
Naval Base,WA,6165,-32.1964799,115.798936,-32.1804581,115.8395416,-32.2118506,115.7668944
Navarre,VIC,3384,-36.9882754,143.0888943,-36.8419554,143.2664741,-37.1354569,142.7951845
Nayook,VIC,3832,-37.9211096,145.9915605,-37.895799,146.070163,-37.9489905,145.9109138
Neath,NSW,2326,-32.787791,151.4552213,-32.7302144,151.5131447,-32.8543184,151.3957588
Nebine,QLD,4488,-28.1767542,147.1013188,-27.4903263,147.880209,-28.8946806,146.5528802
Nebo,QLD,4742,-21.6738504,148.4629997,-20.9308422,149.1316011,-22.4553646,147.6423691
Nectar Brook,SA,5495,-32.8889644,138.0208484,-32.6089974,138.1327095,-33.180146,137.9019085
Nedlands,WA,6009,-31.9820615,115.8107681,-31.9644096,115.8282047,-32.0049125,115.786843
Neds Corner,VIC,3496,-34.3907124,141.4309582,-33.9812828,142.3977978,-34.550287,140.9619025
Needilup,WA,6336,-33.9076796,118.3929417,-33.7681582,118.9163827,-34.237318,118.2333891
Neerabup,WA,6031,-31.6884631,115.7693535,-31.6595956,115.8196405,-31.7223404,115.7313815
Neerim,VIC,3831,-38.0093215,146.002705,-37.9353087,146.1191538,-38.0653892,145.9176137
Neerim East,VIC,3831,-38.0093215,146.002705,-37.9353087,146.1191538,-38.0653892,145.9176137
Neerim Junction,VIC,3832,-37.9211096,145.9915605,-37.895799,146.070163,-37.9489905,145.9109138
Neerim North,VIC,3832,-37.9211096,145.9915605,-37.895799,146.070163,-37.9489905,145.9109138
Neerim South,VIC,3831,-38.0093215,146.002705,-37.9353087,146.1191538,-38.0653892,145.9176137
Neilborough,VIC,3570,-36.469814,144.3904526,-36.3851832,144.4804386,-36.6182718,144.0443009
Neilrex,NSW,2831,-31.038393,146.741207,-30.064509,149.491992,-32.4536235,145.5733889
Nelly Bay,QLD,4819,-19.1547801,146.8451379,-19.102614,146.8836895,-19.1818504,146.7792427
Nelse,VIC,3699,-36.8124613,147.3270485,-36.7151053,147.462817,-36.9401293,147.1433463
Nelshaby,SA,5540,-33.2080635,138.1200592,-32.9680484,138.2314326,-33.353003,137.809997
Nelson,NSW,2765,-33.6496795,150.8725666,-33.5586735,150.9433959,-33.7285588,150.7391985
Nelson,VIC,3292,-38.0625136,141.1198886,-37.9870006,141.2429825,-38.1687125,140.9657379
Nelson Bay,NSW,2315,-32.7344109,152.151274,-32.7096928,152.203652,-32.7666558,152.1003761
Nelsons Plains,NSW,2324,-32.6400424,151.9111422,-32.5297336,152.2919565,-32.8034856,151.6524634
Nelungaloo,NSW,2876,-33.1071907,147.8708157,-32.9685032,148.0422014,-33.2489202,147.6221317
Nembudding,WA,6485,-31.1854805,117.4086488,-30.9513245,117.6540246,-31.4391597,117.2475498
Nerang,QLD,4211,-27.995579,153.3222261,-27.923956,153.395364,-28.3578411,153.0079025
Neranwood,QLD,4213,-28.142191,153.3347271,-28.0179999,153.3980554,-28.2412678,153.2376204
Nericon,NSW,2680,-34.394413,145.9358581,-34.1090479,146.2362879,-34.5799478,145.6237912
Nerong,NSW,2423,-32.358861,152.215754,-32.1175358,152.5397443,-32.6042711,152.0521358
Nerrena,VIC,3953,-38.4586497,146.002705,-38.2922329,146.1988019,-38.609095,145.7767961
Nerrigundah,NSW,2545,-36.1284919,149.7948904,-35.9746577,150.1415849,-36.2398179,149.5430234
Nerrin Nerrin,VIC,3351,-37.6978029,143.0029169,-37.5156466,143.8177774,-37.9332909,142.7178929
Nerring,VIC,3373,-37.4528631,143.3474304,-37.2694842,143.5740911,-37.644275,143.1135755
Netherby,SA,5062,-34.9818924,138.6338758,-34.9645871,138.671826,-35.0003536,138.5972985
Nethercote,NSW,2549,-36.9804396,149.817978,-36.8511127,149.9174961,-37.0650779,149.7097467
Netherdale,QLD,4756,-21.1234579,148.577239,-21.0592573,148.6928089,-21.2023078,148.4956253
Netherton,SA,5301,-35.5247462,140.1009527,-35.2184388,140.4048132,-35.6493838,139.6196018
Netley,SA,5037,-34.9545329,138.5512419,-34.9429926,138.5729192,-34.967721,138.5361342
Neuarpurr,VIC,3413,-36.7355842,141.2213044,-36.49596,141.479221,-36.9042699,140.9685812
Neumgna,QLD,4614,-26.8392162,151.9774802,-26.7668074,152.0734355,-26.9372923,151.78586
Neurum,QLD,4514,-26.9550035,152.7779946,-26.7998766,152.8754463,-27.0686667,152.5637697
Neutral Bay,NSW,2089,-33.8379923,151.2189869,-33.8276615,151.2252534,-33.846589,151.2113524
Nevertire,NSW,2826,-31.8950912,147.5985807,-31.6816433,147.8420384,-32.1887501,147.328596
Neville,NSW,2799,-33.5995926,149.265005,-33.3727958,149.4143815,-33.868979,149.0760517
Nevilton,QLD,4361,-27.943502,151.8409214,-27.8323014,152.2515154,-28.0526408,151.5652292
New Beith,QLD,4124,-27.7420185,152.946986,-27.6264877,153.0386042,-27.8039604,152.8033005
New Brighton,NSW,2483,-28.4536389,153.5098019,-28.382348,153.5640039,-28.583786,153.388586
New Chum,QLD,4303,-27.5938311,152.8441133,-27.5745692,152.8608119,-27.6352451,152.8141323
New Farm,QLD,4005,-27.4655769,153.0471371,-27.449444,153.0559927,-27.476773,153.0376892
New Gisborne,VIC,3438,-37.4618532,144.620463,-37.418455,144.652151,-37.48214,144.5788969
New Harbourline,QLD,4858,-17.5833191,146.0702738,-17.5341903,146.1417013,-17.6433269,146.0139206
New Italy,NSW,2472,-29.1481762,153.3210837,-28.9802229,153.48506,-29.3051358,153.1657682
New Lambton,NSW,2305,-32.9274242,151.7064109,-32.9140163,151.731955,-32.940045,151.6714553
New Lambton Heights,NSW,2305,-32.9274242,151.7064109,-32.9140163,151.731955,-32.940045,151.6714553
New Mapoon,QLD,4876,-10.8500975,142.369048,-10.6759931,142.6561563,-11.2239877,142.1001456
New Mexico,NSW,2346,-30.6870373,150.6749653,-30.4077302,151.1430351,-30.9405787,150.4337192
New Norcia,WA,6509,-30.9287066,116.2777073,-30.7440754,116.3442349,-31.2366526,116.1175726
New Port,SA,5015,-34.8455742,138.5037206,-34.8069209,138.5252573,-34.859209,138.4844548
New Residence,SA,5333,-34.5170872,140.4721736,-34.3226048,140.6670033,-34.6381996,140.3230151
New Town,SA,5554,-34.0020113,137.7243139,-33.8792184,137.9775275,-34.0972765,137.531902
New Town,TAS,7008,-42.8667403,147.2858972,-42.8435451,147.3305325,-42.8847741,147.2282809
New Well,SA,5357,-34.4199277,139.6503106,-34.159315,139.9587926,-34.4770854,139.4379569
Newborough,VIC,3825,-38.0474021,146.2929381,-37.5800006,146.6469101,-38.2569347,146.0489688
Newbury,VIC,3458,-37.459275,144.3685809,-37.333783,144.4724194,-37.6136337,144.2527144
Newcarlbeon,WA,6475,-30.6237919,117.4556388,-30.2061368,117.6036405,-31.0021036,117.2108453
Newcastle,NSW,2300,-32.9272155,151.7795013,-32.9002769,151.8031033,-32.9444856,151.7596249
Newcastle East,NSW,2300,-32.9272155,151.7795013,-32.9002769,151.8031033,-32.9444856,151.7596249
Newcastle West,NSW,2302,-32.9264461,151.7604948,-32.9217139,151.7681852,-32.9350124,151.7523451
Newcomb,VIC,3219,-38.176358,144.3849841,-38.143366,144.4070034,-38.2147909,144.364281
Newfield,VIC,3268,-38.4984954,142.9385002,-38.4134016,143.249095,-38.628351,142.680807
Newham,VIC,3442,-37.3324774,144.5437205,-37.2363959,144.6947996,-37.4598981,144.4247633
Newhaven,VIC,3925,-38.5282425,145.3862638,-38.4934126,145.4534336,-38.5675336,145.3041642
Newington,NSW,2127,-33.840308,151.0675147,-33.8203838,151.0841215,-33.8569598,151.0470265
Newington,VIC,3350,-37.5691087,143.8563224,-37.5208708,143.9322439,-37.642819,143.7381991
Newlands,QLD,4804,-20.5530661,147.8443629,-20.3005202,148.2273304,-21.6901294,146.8488061
Newlands,WA,6251,-33.6976567,115.8758354,-33.6483647,116.0068037,-33.818114,115.764006
Newlyn North,VIC,3364,-37.3708363,143.9541563,-37.0333099,144.1293449,-37.5060261,143.727369
Newman,WA,6753,-22.9798905,119.7889248,-22.3201839,121.3020089,-23.7280389,118.4260412
Newmarket,QLD,4051,-27.4261914,152.9882693,-27.4094584,153.0243148,-27.4451083,152.9483618
Newmerella,VIC,3886,-37.7514308,148.42875,-37.725352,148.538345,-37.7823868,148.3817019
Newnes Plateau,NSW,2790,-33.495962,150.1647697,-33.1630404,150.5917529,-33.9159795,149.9303551
Newnham,TAS,7248,-41.3887982,147.1446457,-41.3472267,147.2189711,-41.4346672,147.0942584
Newport,NSW,2106,-33.6566564,151.3122727,-33.6422349,151.3277123,-33.6705169,151.3009782
Newport,QLD,4020,-27.2171518,153.1060212,-27.1905046,153.1194658,-27.2388474,153.0748363
Newport,VIC,3015,-37.8352097,144.8786231,-37.8217966,144.9054755,-37.8579071,144.8609855
Newry,VIC,3859,-37.920365,146.8985944,-37.8385156,146.968316,-38.0134679,146.7895889
Newstead,NSW,2360,-29.640762,151.2335592,-29.1374819,151.5651711,-30.0383576,150.7561732
Newstead,QLD,4006,-27.4500534,153.0345152,-27.4334815,153.0501712,-27.4652167,153.0147811
Newstead,TAS,7250,-41.45012,147.0977983,-41.3836611,147.305245,-41.5128529,146.9721807
Newstead,VIC,3462,-37.0911657,144.0630048,-37.0355739,144.1497229,-37.2053397,143.9810999
Newton,SA,5074,-34.8806117,138.6714773,-34.8717195,138.6919492,-34.8894817,138.6471404
Newtown,NSW,2042,-33.8992314,151.1781916,-33.8909893,151.1892979,-33.9088252,151.1640795
Newtown,QLD,4305,-27.6372514,152.7676633,-27.5737572,152.8045696,-27.8555495,152.7058487
Newtown,QLD,4350,-27.5564884,151.9533185,-27.4870128,152.0167561,-27.6515078,151.7323813
Newtown,VIC,3220,-38.155681,144.3521811,-38.132269,144.374881,-38.1819569,144.3173034
Ngapala,SA,5374,-34.1626435,139.284143,-33.9714358,139.5277441,-34.3352499,138.9589541
Ngarkat,SA,5302,-35.7191587,140.5964124,-35.0165746,140.9668149,-35.9593076,140.2528364
Ngunnawal,ACT,2913,-35.1783044,149.1099161,-35.1535516,149.1514422,-35.2087311,149.0759967
Nhulunbuy,NT,0880,-12.1902862,136.7381783,-12.15861,136.9028469,-12.52048,135.774025
Niangala,NSW,2354,-31.0638225,151.8877321,-30.6702574,152.3496056,-31.6471631,151.2069146
Nicholls,ACT,2913,-35.1783044,149.1099161,-35.1535516,149.1514422,-35.2087311,149.0759967
Nicholls Rivulet,TAS,7112,-43.1426974,147.1092455,-43.0862732,147.225638,-43.2831152,147.0322882
Nichols Point,VIC,3501,-34.678204,142.318772,-34.1807532,142.5208558,-34.8644899,141.9927511
Nicholson,QLD,4830,-17.5800577,138.8799972,-16.5386886,139.8940311,-19.17137,137.9946462
Nicholson,VIC,3882,-37.8071978,147.7573,-37.7601969,147.8067208,-37.8589118,147.685025
Niddrie,VIC,3042,-37.7245197,144.8758725,-37.709325,144.8934674,-37.74889,144.8376567
Niemur,NSW,2733,-35.0600117,144.1720041,-34.7403371,144.4919786,-35.3163695,143.8310044
Nikenbah,QLD,4655,-25.2965245,152.8235456,-25.1811088,153.0762428,-25.8333374,152.6289989
Nile,TAS,7212,-41.5934307,147.4572613,-41.3772559,147.78024,-41.7666933,147.1867175
Nilgen,WA,6044,-30.9330772,115.3548713,-30.6864653,115.5524374,-31.1263177,115.144675
Nillup,WA,6288,-34.1779168,115.2126293,-34.0839646,115.3370928,-34.3180339,115.0230621
Nilma North,VIC,3821,-38.0844084,146.002705,-38.031435,146.1405073,-38.3308121,145.850134
Nimmitabel,NSW,2631,-36.5504439,149.3339956,-36.286969,149.5463035,-36.803225,149.0694629
Ninda,VIC,3533,-35.3404178,142.7884171,-35.1925488,143.0482573,-35.607848,142.5353203
Ninderry,QLD,4561,-26.5626224,152.9554676,-26.4895273,153.0666896,-26.5993512,152.9176445
Nindooinbah,QLD,4285,-28.0150124,152.9676695,-27.781066,153.1258516,-28.3403143,152.7185284
Nine Mile,VIC,3518,-36.424265,143.6068646,-36.1794759,143.913473,-36.6789049,143.384895
Nine Mile Creek,QLD,4714,-23.6436045,150.3965401,-23.5919744,150.5334515,-23.8535805,150.2527724
Ningi,QLD,4511,-27.066757,153.0834039,-27.0420758,153.1595156,-27.1093365,153.0244871
Ninnes,SA,5560,-33.9141345,138.0406759,-33.7729313,138.1102136,-34.0293197,137.9109373
Nintingbool,VIC,3351,-37.6978029,143.0029169,-37.5156466,143.8177774,-37.9332909,142.7178929
Nippering,WA,6350,-33.2742226,117.784246,-33.1956475,118.0453932,-33.4100709,117.6205618
No 4 Branch,QLD,4856,-17.753872,145.8913207,-17.5796802,146.0797585,-17.8514241,145.6407201
No 5 Branch,QLD,4856,-17.753872,145.8913207,-17.5796802,146.0797585,-17.8514241,145.6407201
No 6 Branch,QLD,4859,-17.5972126,145.9955686,-17.5735446,146.0085373,-17.6131336,145.9146423
Noarlunga Centre,SA,5168,-35.1621961,138.5012206,-35.1376281,138.5157638,-35.190715,138.4863045
Noarlunga Downs,SA,5168,-35.1621961,138.5012206,-35.1376281,138.5157638,-35.190715,138.4863045
Nobby,QLD,4360,-27.8545522,151.9028584,-27.7982334,151.9664288,-27.8792075,151.8135159
Nobbys Creek,NSW,2484,-28.3541283,153.3446649,-28.2309339,153.5725777,-28.5427325,153.1071997
Noble Park,VIC,3174,-37.9641212,145.1762197,-37.9364967,145.201903,-37.984443,145.1583899
Noble Park North,VIC,3174,-37.9641212,145.1762197,-37.9364967,145.201903,-37.984443,145.1583899
Nockatunga,QLD,4492,-27.8201,143.045893,-26.6624851,144.829883,-28.9990769,140.999437
Nokaning,WA,6415,-31.6384222,118.3461948,-31.1377196,118.8044324,-31.7199431,117.969004
Nollamara,WA,6061,-31.8682916,115.8462613,-31.8420151,115.8789978,-31.8894623,115.8232178
Nomans Lake,WA,6312,-32.9486659,117.4086488,-32.8039792,117.7157932,-33.1084816,116.9516096
Nombi,NSW,2379,-31.0917446,149.7948904,-30.8608568,150.0197514,-31.3311828,149.4124487
Nome,QLD,4816,-21.1851758,145.1375834,-18.1487366,147.3477239,-22.1042482,141.3086607
Noojee,VIC,3833,-37.7865626,146.0696009,-37.7020777,146.4562769,-38.0240509,145.7310554
Noonamah,NT,0837,-12.8346029,131.1803774,-12.613397,131.2467774,-12.8618787,131.06447
Noorama,QLD,4490,-28.1112414,145.6689636,-26.9992283,146.9526856,-28.9991391,144.2923038
Noorinbee,VIC,3890,-37.5621735,149.1960526,-37.142752,149.4421933,-37.8038258,149.0286325
Noorinbee North,VIC,3890,-37.5621735,149.1960526,-37.142752,149.4421933,-37.8038258,149.0286325
Noorindoo,QLD,4417,-27.1542602,149.0675595,-26.8114887,149.6682359,-27.6445769,148.6760996
Noorong,NSW,2732,-35.4668501,144.1283863,-35.2536925,144.5261422,-35.8247141,143.8222245
Nooroo,NSW,2415,-32.2537173,151.8643252,-32.0767784,151.9703743,-32.4428399,151.6496087
Noosa Heads,QLD,4567,-26.4065351,153.1018054,-26.3764282,153.1199365,-26.444752,153.0720168
Noosa North Shore,QLD,4565,-26.303935,152.9912123,-26.1472799,153.0964114,-26.4229239,152.8842765
Noosaville,QLD,4566,-26.4134913,153.0505806,-26.3908429,153.089488,-26.4586557,153.0275291
Nora Creina,SA,5276,-37.2644147,139.9777136,-37.1381201,140.0885583,-37.4008273,139.736394
Noradjuha,VIC,3409,-36.8127092,141.8100218,-36.5542949,142.0254159,-37.121001,141.4599098
Norah Head,NSW,2263,-33.2504355,151.5077645,-33.2079801,151.5794902,-33.2984092,151.4734608
Noranda,WA,6062,-31.8872484,115.9054062,-31.8653967,115.933587,-31.9101152,115.8777027
Noraville,NSW,2263,-33.2504355,151.5077645,-33.2079801,151.5794902,-33.2984092,151.4734608
Nords Wharf,NSW,2281,-33.1170985,151.6362736,-33.0627923,151.6656899,-33.1695327,151.5971705
Norlane,VIC,3214,-38.0788809,144.3576473,-38.0480049,144.417574,-38.1066231,144.335026
Norley,QLD,4492,-27.8201,143.045893,-26.6624851,144.829883,-28.9990769,140.999437
Norman Gardens,QLD,4701,-23.3500536,150.5501151,-22.9673254,150.7803236,-23.5185148,150.4894445
Norman Park,QLD,4170,-27.4620175,153.0750052,-27.4440058,153.1127681,-27.4876645,153.0492277
Normanhurst,NSW,2076,-33.7085861,151.1228434,-33.6843971,151.1444889,-33.7458628,151.0872612
Normanton,QLD,4890,-17.5123583,141.1794546,-16.5527358,142.5406779,-18.3501206,140.3875002
Normanville,SA,5204,-35.5878122,138.1995591,-35.4029811,138.3753748,-35.6658887,138.0925514
Nornalup,WA,6333,-34.8849782,117.0794082,-34.753592,117.4881524,-35.0643546,116.724665
Norong,VIC,3682,-36.1723841,146.4495924,-36.0263135,146.5401896,-36.2779069,146.2841836
Norpa,WA,6415,-31.6384222,118.3461948,-31.1377196,118.8044324,-31.7199431,117.969004
North Adelaide,SA,5006,-34.9091145,138.5962997,-34.8985465,138.6129047,-34.9194904,138.5770168
North Albury,NSW,2640,-35.9976838,147.259277,-35.8337312,147.9307884,-36.1159681,146.653755
North Aramara,QLD,4620,-25.6207597,152.3095833,-25.4013539,152.5295233,-25.8864282,152.0284556
North Arm,QLD,4561,-26.5626224,152.9554676,-26.4895273,153.0666896,-26.5993512,152.9176445
North Avoca,NSW,2260,-33.4287117,151.4377107,-33.383021,151.4851264,-33.4645433,151.3943649
North Baandee,WA,6412,-31.4183912,117.9483319,-31.3230114,118.0412961,-31.593713,117.7791492
North Balgowlah,NSW,2093,-33.8055737,151.2627078,-33.7774393,151.2918183,-33.8272581,151.2422341
North Bannister,WA,6390,-32.9066317,116.3249438,-32.2357996,116.6594424,-33.0304597,116.1785142
North Beach,SA,5556,-33.8904356,137.6553601,-33.8177329,137.7758936,-34.0582741,137.5087513
North Beach,WA,6020,-31.825112,115.7516025,-31.8167751,115.8013154,-31.8685586,115.7414941
North Bendigo,VIC,3550,-36.7665875,144.2920769,-36.7124378,144.3495606,-36.8152569,144.2375398
North Blackwood,VIC,3458,-37.459275,144.3685809,-37.333783,144.4724194,-37.6136337,144.2527144
North Boambee Valley,NSW,2450,-30.16526,152.9676695,-29.9776417,153.1859963,-30.4225124,152.7957868
North Bodallin,WA,6424,-31.334757,118.9062794,-30.9621393,119.0359521,-31.6575228,118.7373684
North Bondi,NSW,2026,-33.8922511,151.2714535,-33.8784247,151.2861157,-33.901418,151.2580529
North Booval,QLD,4304,-27.6080535,152.8088251,-27.582394,152.831614,-27.6419782,152.7787833
North Boyanup,WA,6237,-33.4891504,115.6865054,-33.3861134,115.7829025,-33.6150298,115.5575435
North Brighton,SA,5048,-35.0185675,138.5237246,-35.0016752,138.5418192,-35.0302567,138.5103432
North Bungunya,QLD,4494,-28.4240283,149.6576367,-27.9800866,149.8969202,-28.6160119,149.3983537
North Casino,NSW,2470,-28.878424,152.9676695,-28.6332161,153.1806999,-29.0956206,152.7360725
North Coogee,WA,6163,-32.0865957,115.7930198,-32.0548047,115.8493399,-32.1203358,115.7501841
North Curl Curl,NSW,2099,-33.7500081,151.2860306,-33.7161154,151.3044086,-33.7682649,151.2458787
North Dandalup,WA,6207,-32.5233883,116.0650307,-32.454879,116.2596824,-32.6074698,115.8102308
North Epping,NSW,2121,-33.7716764,151.0791612,-33.751746,151.1054244,-33.786467,151.0562265
North Fremantle,WA,6159,-32.0353019,115.7486438,-32.0211741,115.7605329,-32.0540519,115.7242063
North Geelong,VIC,3215,-38.1083132,144.3357845,-38.0768499,144.3664888,-38.1327629,144.304978
North Gosford,NSW,2250,-33.3502247,151.1869325,-33.0802423,151.4474297,-33.508644,151.0744547
North Greenbushes,WA,6254,-33.8556029,116.0532101,-33.8011769,116.0890928,-33.9013948,115.9978111
North Gregory,QLD,4660,-25.1854347,152.3095833,-24.9994359,152.6330215,-25.4313055,152.080922
North Haven,NSW,2443,-31.7402243,152.7088752,-31.5073684,152.8495343,-31.8549625,152.5085992
North Haven,SA,5018,-34.7773088,138.4937213,-34.7618583,138.5114731,-34.7968807,138.4769163
North Hobart,TAS,7000,-42.8744692,147.3100401,-42.8559936,147.3415027,-42.8937622,147.2883986
North Johnstone,QLD,4885,-17.3535838,145.5936206,-17.2876732,145.7532896,-17.482218,145.4960345
North Kellerberrin,WA,6410,-31.6263077,117.6904167,-31.3627873,117.991968,-31.8312581,117.5697045
North Kukerin,WA,6352,-33.2656807,118.1590786,-32.9712541,118.3544732,-33.3680328,117.9561026
North Kununoppin,WA,6489,-31.0547264,117.9717606,-30.941601,118.0798903,-31.3338589,117.8386531
North Lake,WA,6163,-32.0865957,115.7930198,-32.0548047,115.8493399,-32.1203358,115.7501841
North Lakes,QLD,4509,-27.2360306,153.0265315,-27.2020829,153.0786197,-27.2657553,152.9919047
North Lambton,NSW,2299,-32.9085765,151.7034879,-32.896542,151.7262424,-32.9196958,151.6830575
North Lilydale,TAS,7268,-41.2768005,147.2408258,-41.2018897,147.3016255,-41.3658166,147.1238843
North MacLean,QLD,4280,-27.835059,153.0383059,-27.7438996,153.0912808,-27.8890982,152.9242125
North Macquarie,NSW,2527,-34.5764532,150.7562989,-34.5432597,150.8453984,-34.6220993,150.643814
North Maleny,QLD,4552,-26.7346009,152.7559043,-26.6215323,152.9362773,-26.8489019,152.5821164
North Manly,NSW,2100,-33.7645979,151.2627078,-33.7147276,151.2828114,-33.7856908,151.227105
North Melbourne,VIC,3051,-37.7983816,144.9419122,-37.787463,144.958457,-37.806149,144.9352792
