Suburb,State,Postcode,Lat,Lng,Bounds_N,Bounds_E,Bounds_S,Bounds_W
North Moonta,SA,5558,-34.1251832,137.625836,-34.0390549,137.7947975,-34.2340546,137.4486725
North Motton,TAS,7315,-41.3068098,146.1037444,-41.1215665,146.2788947,-41.4962634,145.8519321
North Moulyinning,WA,6351,-33.1836961,117.9014654,-33.0373095,118.0698086,-33.3378357,117.8358361
North Narrabeen,NSW,2101,-33.6891976,151.2685382,-33.6594766,151.3103276,-33.7253299,151.2295143
North Nowra,NSW,2541,-34.8772295,150.5936766,-34.8286739,150.6246577,-34.9269305,150.5245378
North Parramatta,NSW,2151,-33.7739537,151.0180269,-33.7580838,151.0321497,-33.8091749,150.9956439
North Perth,WA,6006,-31.9273539,115.8551339,-31.9128831,115.8639788,-31.9365269,115.8442227
North Plympton,SA,5037,-34.9545329,138.5512419,-34.9429926,138.5729192,-34.967721,138.5361342
North Richmond,NSW,2754,-33.5631923,150.7156265,-33.5173029,150.7660799,-33.5958737,150.6816693
North Rocks,NSW,2151,-33.7739537,151.0180269,-33.7580838,151.0321497,-33.8091749,150.9956439
North Rothbury,NSW,2335,-32.6270649,151.3501856,-32.4891106,151.5020723,-32.7178144,151.2396887
North Ryde,NSW,2113,-33.7934648,151.134494,-33.7611997,151.1567761,-33.8181957,151.1082944
North Saint Marys,NSW,2760,-33.7520107,150.7737333,-33.7151726,150.8119132,-33.7912832,150.7521625
North Scottsdale,TAS,7260,-41.1510634,147.5014271,-41.005921,147.7679552,-41.3114979,147.2897431
North Shore,NSW,2444,-31.392698,152.8499952,-31.2859638,152.9763892,-31.5171622,152.7939477
North Shore,VIC,3214,-38.0788809,144.3576473,-38.0480049,144.417574,-38.1066231,144.335026
North Star,NSW,2408,-28.9549564,150.4892292,-28.7641148,150.6891309,-29.2090076,150.2054719
North Stradbroke Island,QLD,4183,-27.4999713,153.4000698,-27.3880981,153.5467077,-27.7437625,153.3894685
North Strathfield,NSW,2137,-33.8543494,151.1024569,-33.8344387,151.1218355,-33.8696826,151.0826747
North Sydney,NSW,2060,-33.8401473,151.20733,-33.8280792,151.218628,-33.8506156,151.1928906
North Sydney Shoppingworld,NSW,2060,-33.8401473,151.20733,-33.8280792,151.218628,-33.8506156,151.1928906
North Talwood,QLD,4496,-28.4615936,149.3339956,-28.2068265,149.5900719,-28.7769422,149.0931724
North Tammin,WA,6409,-31.585917,117.5026174,-31.3692633,117.6265286,-31.8410604,117.3394253
North Tivoli,QLD,4305,-27.6372514,152.7676633,-27.5737572,152.8045696,-27.8555495,152.7058487
North Trayning,WA,6488,-31.1830048,117.784246,-30.9464133,117.8825382,-31.3925624,117.7078464
North Tumbulgum,NSW,2490,-28.2663062,153.4685065,-28.2443886,153.5162736,-28.2971427,153.4283753
North Turramurra,NSW,2074,-33.6867425,151.1577979,-33.6599806,151.171755,-33.7625971,151.0928464
North Wahroonga,NSW,2076,-33.7085861,151.1228434,-33.6843971,151.1444889,-33.7458628,151.0872612
North Walpole,WA,6398,-34.7808363,116.6553351,-34.5738183,116.8564741,-35.0611486,116.1218227
North Ward,QLD,4810,-19.35682,147.0379125,-19.1803337,147.1202374,-19.4468769,146.701059
North Warrandyte,VIC,3113,-37.7386037,145.2148736,-37.7107397,145.2482457,-37.7725099,145.1755329
North West Bend,SA,5320,-33.9294188,139.4466005,-33.8006854,139.9836036,-34.3191161,139.1855279
North West Cape,WA,6707,-22.6773469,114.2390498,-21.785387,114.7539956,-23.0114409,113.7335304
North Wialki,WA,6473,-30.4190776,118.1590786,-30.1779435,118.3355241,-30.5991926,117.9486683
North Willoughby,NSW,2068,-33.7992003,151.20733,-33.7853284,151.2308756,-33.8134518,151.1921153
North Wollongong,NSW,2500,-34.4207112,150.8783824,-34.3745325,150.9110471,-34.466941,150.8298718
North Wonthaggi,VIC,3995,-38.6238593,145.6023644,-38.4739225,145.7340101,-38.68107,145.4284972
North Yalgogrin,NSW,2671,-33.8840393,147.3722545,-33.3851963,147.6372919,-34.174302,146.7299681
North Yelbeni,WA,6487,-31.1892076,117.666952,-30.9535058,117.730485,-31.3920946,117.5965391
North Yelta,SA,5558,-34.1251832,137.625836,-34.0390549,137.7947975,-34.2340546,137.4486725
North Yeoval,NSW,2868,-32.7462554,148.6001005,-32.6073569,148.8484138,-32.8726874,148.3295133
North Yunderup,WA,6208,-32.6440296,115.8048521,-32.5450918,116.0026571,-32.791526,115.6541825
Northam,WA,6401,-31.5044585,116.749645,-31.3238903,116.9912645,-31.7957563,116.5185226
Northampton,WA,6535,-28.2831844,114.6192899,-27.8531386,115.0222383,-28.5438779,114.1083545
Northampton,WA,6536,-27.4756012,114.2390498,-27.1124869,114.6812649,-27.9342193,113.965187
Northbridge,NSW,2063,-33.8123999,151.2189869,-33.8045015,151.2322772,-33.8178912,151.2042809
Northbridge,WA,6003,-31.9470932,115.8588307,-31.9365435,115.8763369,-31.9499703,115.8506169
Northcliffe,WA,6262,-34.6134577,116.1359431,-34.4514778,116.5518165,-34.9032499,115.8835927
Northcote,VIC,3070,-37.7736132,144.9997396,-37.7589004,145.017796,-37.785645,144.9809678
Northcote South,VIC,3070,-37.7736132,144.9997396,-37.7589004,145.017796,-37.785645,144.9809678
Northfield,SA,5085,-34.854518,138.613832,-34.838565,138.6454518,-34.8736567,138.6001692
Northgate,QLD,4013,-27.3944936,153.0706888,-27.3803567,153.0875223,-27.40094,153.0596631
Northgate,SA,5085,-34.854518,138.613832,-34.838565,138.6454518,-34.8736567,138.6001692
Northmead,NSW,2152,-33.7902573,150.9918338,-33.7670469,151.0097772,-33.8006546,150.9771447
Northwood,NSW,2066,-33.8126017,151.1694511,-33.7989297,151.1823332,-33.8360708,151.1420999
Northwood,VIC,3660,-37.0435482,145.2480193,-36.885474,145.543928,-37.2119387,144.9590299
Norton Summit,SA,5136,-34.9174787,138.7442455,-34.9030697,138.7565578,-34.9337465,138.7159803
Norville,QLD,4670,-24.8822309,152.3593807,-24.5137613,152.5461914,-25.0805867,151.9465319
Norwell,QLD,4208,-27.7674471,153.2857165,-27.7211023,153.3913811,-27.8584871,153.2079882
Norwood,SA,5067,-34.9236189,138.6313699,-34.9143351,138.6499054,-34.9339635,138.6150904
Norwood,TAS,7250,-41.45012,147.0977983,-41.3836611,147.305245,-41.5128529,146.9721807
Notley Hills,TAS,7275,-41.3302463,146.8739437,-41.2181154,146.9830127,-41.3972498,146.6326267
Notting Hill,VIC,3168,-37.9211962,145.1320653,-37.8991518,145.1529232,-37.9313859,145.1075208
Notts Well,SA,5357,-34.4199277,139.6503106,-34.159315,139.9587926,-34.4770854,139.4379569
Novar Gardens,SA,5040,-34.9645281,138.5312279,-34.9580196,138.5377102,-34.9756905,138.5216602
Nowa Nowa,VIC,3887,-37.6989476,148.0299382,-37.631143,148.2065419,-37.8579375,147.8912997
Nowendoc,NSW,2354,-31.0638225,151.8877321,-30.6702574,152.3496056,-31.6471631,151.2069146
Nowergup,WA,6032,-31.6459321,115.7693535,-31.5997631,115.8027065,-31.6713077,115.7084552
Nowhere Creek,VIC,3469,-37.1727781,143.2395973,-37.0610457,143.3742504,-37.2938502,143.1510501
Nowhere Else,TAS,7306,-41.6653269,146.0234118,-41.2493048,146.4590393,-41.8864372,145.6693293
Nowie,VIC,3585,-35.4094202,143.5202874,-35.1847059,143.8116352,-35.5924969,143.0032829
Nowley,NSW,2386,-30.0503142,148.8289611,-29.8200214,149.2523921,-30.330119,148.6391192
Nowra,NSW,2541,-34.8772295,150.5936766,-34.8286739,150.6246577,-34.9269305,150.5245378
Nowra DC,NSW,2541,-34.8772295,150.5936766,-34.8286739,150.6246577,-34.9269305,150.5245378
Nowra East,NSW,2541,-34.8772295,150.5936766,-34.8286739,150.6246577,-34.9269305,150.5245378
Nubba,NSW,2587,-34.6013985,148.3260629,-34.3640336,148.5196941,-34.7719625,148.1416329
Nubeena,TAS,7184,-43.1737113,147.7373056,-43.0422207,147.8218033,-43.2423589,147.6223883
Nudgee,QLD,4014,-27.3743379,153.0912986,-27.3292784,153.1108482,-27.3947411,153.052981
Nudgee Beach,QLD,4014,-27.3743379,153.0912986,-27.3292784,153.1108482,-27.3947411,153.052981
Nug Nug,VIC,3737,-36.8466834,146.6962857,-36.4280907,147.1172403,-37.2157665,146.5664528
Nugadong,WA,6609,-30.2482196,116.6553351,-30.1459334,117.100632,-30.3465592,116.296956
Nugent,TAS,7172,-42.7276445,147.6082338,-42.669765,147.7882504,-42.8010907,147.4666341
Nuggetty,VIC,3463,-36.9483008,143.9759139,-36.776202,144.227466,-37.0751249,143.8462136
Nukarni,WA,6480,-31.2985368,118.2760503,-31.2286619,118.3649615,-31.373712,118.0152631
Nulla Vale,VIC,3435,-37.2423687,144.7192376,-37.1189509,144.8270573,-37.321384,144.5909315
Nullagine,WA,6758,-22.0063375,120.3435506,-21.2927344,121.4540394,-22.6215393,119.1297659
Nullamanna,NSW,2360,-29.640762,151.2335592,-29.1374819,151.5651711,-30.0383576,150.7561732
Nullawarre,VIC,3268,-38.4984954,142.9385002,-38.4134016,143.249095,-38.628351,142.680807
Nullawarre North,VIC,3268,-38.4984954,142.9385002,-38.4134016,143.249095,-38.628351,142.680807
Nullawil,VIC,3529,-35.845391,143.1965079,-35.7700218,143.3196302,-35.9196389,143.0381589
Nullica,NSW,2551,-37.2277856,149.7948904,-36.9415301,150.051526,-37.5050765,149.3165901
Number One,NSW,2424,-31.6440437,152.0282394,-31.4766999,152.2752378,-31.9169621,151.7533434
Numbla Vale,NSW,2628,-36.5490119,148.7831534,-36.055745,148.9737284,-36.993276,148.3952794
Numinbah Valley,QLD,4211,-27.995579,153.3222261,-27.923956,153.395364,-28.3578411,153.0079025
Numulgi,NSW,2480,-28.7665066,153.250355,-28.5083261,153.4899441,-29.0189604,153.0239994
Numurkah,VIC,3636,-36.102425,145.5136433,-36.0137909,145.6521439,-36.1992934,145.3317939
Nunamara,TAS,7259,-41.3420719,147.3862417,-41.2503044,147.6515422,-41.5000578,147.2003857
Nunawading,VIC,3131,-37.8239091,145.1762197,-37.8012207,145.1891176,-37.8548379,145.1568868
Nundah,QLD,4012,-27.3930139,153.0479657,-27.3795511,153.0793796,-27.4122908,153.0351965
Nunderi,NSW,2484,-28.3541283,153.3446649,-28.2309339,153.5725777,-28.5427325,153.1071997
Nungarin,WA,6490,-31.1569039,118.2526623,-30.9370706,118.5053797,-31.3370751,117.9287859
Nungatta,NSW,2551,-37.2277856,149.7948904,-36.9415301,150.051526,-37.5050765,149.3165901
Nungatta South,NSW,2551,-37.2277856,149.7948904,-36.9415301,150.051526,-37.5050765,149.3165901
Nungurner,VIC,3909,-37.8136883,148.0299382,-37.7318829,148.1846791,-37.9196831,147.8713828
Nunile,WA,6566,-31.5676669,116.4665975,-30.9546149,116.6277164,-31.6963276,116.3277408
Nunniong,VIC,3896,-37.1819263,147.7799935,-37.0306836,148.0264436,-37.411434,147.5256879
Nurenmerenmong,NSW,2649,-35.8017999,148.3032562,-35.5919633,148.3709807,-35.9043221,148.0758298
Nuriootpa,SA,5355,-34.4459575,139.0211225,-34.3857511,139.0952933,-34.518429,138.848656
Nurom,SA,5523,-33.3562876,138.1200592,-33.1038293,138.3889075,-33.5520075,137.8693078
Nurragi,SA,5256,-35.4388004,139.0211225,-35.3248677,139.1610047,-35.5216202,138.8624547
Nutfield,VIC,3099,-37.5885255,145.2148736,-37.5083015,145.3100449,-37.6582539,145.1520099
Nyabing,WA,6341,-33.6254623,118.2058768,-33.3161645,118.4351286,-33.7972368,117.9068147
Nyah,VIC,3594,-35.1526896,143.3582223,-35.1134964,143.3940908,-35.19168,143.3305361
Nyah West,VIC,3595,-35.1832549,143.3366401,-35.142365,143.3763287,-35.21418,143.308664
Nyarrin,VIC,3533,-35.3404178,142.7884171,-35.1925488,143.0482573,-35.607848,142.5353203
Nyerimilang,VIC,3909,-37.8136883,148.0299382,-37.7318829,148.1846791,-37.9196831,147.8713828
Nymagee,NSW,2831,-31.038393,146.741207,-30.064509,149.491992,-32.4536235,145.5733889
Nyngan,NSW,2825,-31.7929088,147.1013188,-31.0519102,147.6371667,-32.1715587,146.385318
Nyora,VIC,3987,-38.3054452,145.6800684,-38.258791,145.7542858,-38.3552668,145.6056899
Nyrang Creek,NSW,2804,-33.5565485,148.6001005,-33.3720989,148.8454637,-33.7135173,148.4365636
Oak Beach,QLD,4877,-16.5257098,145.4652682,-16.4656774,145.6335292,-16.7158744,145.3983664
Oak Flats,NSW,2529,-34.5971935,150.8551207,-34.552796,150.9045213,-34.6432379,150.7930029
Oak Park,VIC,3046,-37.7044261,144.9336544,-37.6919289,144.962981,-37.7250442,144.898012
Oak Valley,QLD,4811,-19.360968,146.8198691,-19.269349,146.9178243,-19.4389298,146.7284214
Oakbank,SA,5243,-34.9746306,138.8498018,-34.9465651,138.9017693,-35.0063548,138.8097419
Oakdale,QLD,4605,-26.1309297,151.8409214,-25.9466879,152.080494,-26.3538979,151.7187501
Oakden,SA,5086,-34.8590277,138.6413941,-34.8449153,138.6711551,-34.8841755,138.6186944
Oakden Hills,SA,5713,-31.6199443,137.6061625,-30.1591766,138.2812893,-32.4156727,136.4675176
Oakdowns,TAS,7019,-42.8951371,147.4367555,-42.8679882,147.4628705,-42.94019,147.4150093
Oakey,QLD,4401,-27.3203817,151.7473377,-27.1935279,151.8593724,-27.6187975,151.5469566
Oakey Creek,QLD,4714,-23.6436045,150.3965401,-23.5919744,150.5334515,-23.8535805,150.2527724
Oakford,WA,6121,-32.216928,115.9231471,-32.1797967,115.9731332,-32.2960432,115.8722442
Oakhurst,NSW,2761,-33.7393563,150.8434913,-33.7159305,150.8726372,-33.7618265,150.8255242
Oaklands Junction,VIC,3063,-37.5930751,144.8401227,-37.5247989,144.883604,-37.63144,144.8059578
Oaklands Park,SA,5046,-35.008591,138.5437358,-34.9954171,138.5497736,-35.0187247,138.5300171
Oakleigh,VIC,3166,-37.9006677,145.0989646,-37.886995,145.1244772,-37.913816,145.0742074
Oakleigh East,VIC,3166,-37.9006677,145.0989646,-37.886995,145.1244772,-37.913816,145.0742074
Oakleigh South,VIC,3167,-37.9193474,145.0989646,-37.9095148,145.113266,-37.944458,145.0795332
Oakley,WA,6208,-32.6440296,115.8048521,-32.5450918,116.0026571,-32.791526,115.6541825
Oaks,TAS,7303,-41.5574882,146.8075069,-41.3657561,147.004456,-41.6532134,146.706536
Oakvale,VIC,3540,-35.8651458,143.5202874,-35.7141099,143.664516,-35.9752804,143.3886904
Oakview,QLD,4600,-26.1229125,152.215754,-25.88756,152.3737345,-26.2635553,152.0903589
Oakville,NSW,2765,-33.6496795,150.8725666,-33.5586735,150.9433959,-33.7285588,150.7391985
Oakwood,NSW,2360,-29.640762,151.2335592,-29.1374819,151.5651711,-30.0383576,150.7561732
Oatlands,NSW,2117,-33.7973906,151.0296696,-33.7851177,151.0664001,-33.8094725,151.0137041
Oatley,NSW,2223,-33.9830462,151.0762495,-33.9610344,151.0897835,-33.9961177,151.0533979
Oberina,QLD,4417,-27.1542602,149.0675595,-26.8114887,149.6682359,-27.6445769,148.6760996
Obi Obi,QLD,4574,-26.5872796,152.7794229,-26.4902035,152.8935823,-26.7335621,152.5511071
O'Bil Bil,QLD,4626,-25.8311568,151.0471355,-25.394557,151.5174742,-26.0966747,150.6431493
Obley,NSW,2868,-32.7462554,148.6001005,-32.6073569,148.8484138,-32.8726874,148.3295133
Obum Obum,QLD,4309,-27.9433107,152.6230662,-27.8268325,152.7097414,-28.1956289,152.3748707
Ocean Beach,WA,6333,-34.8849782,117.0794082,-34.753592,117.4881524,-35.0643546,116.724665
Ocean Grange,VIC,3880,-37.9215501,147.7573,-37.8471842,147.8818835,-38.0778097,147.5768575
Ocean Grove,VIC,3226,-38.2573292,144.5382417,-38.2368075,144.5795749,-38.2838701,144.4966042
Ocean Reef,WA,6027,-31.752231,115.7693535,-31.7169148,115.7990865,-31.7890288,115.7222
Ocean Shores,NSW,2483,-28.4536389,153.5098019,-28.382348,153.5640039,-28.583786,153.388586
Ocean View,QLD,4521,-27.1352804,152.8029443,-27.0234595,152.8916671,-27.2972211,152.6761386
O'Connor,ACT,2602,-35.2544049,149.1328799,-35.222594,149.1813492,-35.2997476,149.0702403
O'Connor,WA,6163,-32.0865957,115.7930198,-32.0548047,115.8493399,-32.1203358,115.7501841
Officer,VIC,3809,-38.0673549,145.4139392,-38.0132859,145.455997,-38.128087,145.3759315
Officer South,VIC,3809,-38.0673549,145.4139392,-38.0132859,145.455997,-38.128087,145.3759315
Ogilvie,WA,6535,-28.2831844,114.6192899,-27.8531386,115.0222383,-28.5438779,114.1083545
Ogmore,QLD,4706,-22.6263321,149.7487272,-22.3845807,149.926568,-22.8612869,149.3769609
O'Halloran Hill,SA,5158,-35.0684234,138.5337293,-35.0366735,138.5674854,-35.0930574,138.48435
Okeden,QLD,4613,-26.1648642,151.6024678,-26.0019248,151.6965824,-26.3498387,151.013243
Old Adaminaby,NSW,2629,-36.0002232,148.7831534,-35.5626363,148.9288919,-36.1336329,148.3252141
Old Beach,TAS,7017,-42.7007869,147.3379482,-42.6171379,147.399895,-42.8354455,147.2571675
Old Calperum,SA,5341,-33.7748397,140.5964124,-33.5193253,141.0027787,-34.2692921,140.2493915
Old Cooranga,QLD,4626,-25.8311568,151.0471355,-25.394557,151.5174742,-26.0966747,150.6431493
Old Guildford,NSW,2161,-33.8570185,150.9831038,-33.840824,151.0096262,-33.872983,150.9547512
Old Mill,NSW,2369,-29.9529375,151.2102442,-29.8357042,151.3980015,-30.0486047,151.1015195
Old Noarlunga,SA,5168,-35.1621961,138.5012206,-35.1376281,138.5157638,-35.190715,138.4863045
Old Plains,WA,6569,-31.0946851,116.3957812,-30.9887364,116.6125903,-31.2480929,116.2711251
Old Reynella,SA,5161,-35.0958327,138.5337293,-35.0823566,138.5594591,-35.1059513,138.5081471
Old Talgai,QLD,4370,-28.215734,152.0281585,-27.9864819,152.4699182,-28.4806262,151.6124651
Old Teal Flat,SA,5238,-34.8860063,139.609512,-34.6298748,139.7602091,-35.0455229,139.1790483
Old Toongabbie,NSW,2146,-33.7915266,150.9569167,-33.7767608,150.9794495,-33.8072276,150.925868
Oldbury,WA,6121,-32.216928,115.9231471,-32.1797967,115.9731332,-32.2960432,115.8722442
Oldina,TAS,7325,-41.0680807,145.6211457,-40.9318967,145.8202565,-41.278962,145.4017078
Olinda,NSW,2849,-32.7056049,150.1184797,-32.3028066,150.6197814,-33.2094974,149.8243176
Olinda,VIC,3788,-37.8532703,145.3751961,-37.8252475,145.405267,-37.8835149,145.3483149
Olympic Dam,SA,5725,-30.4464984,136.7478493,-30.3252714,137.0720283,-30.9281458,136.4074301
O'Malley,ACT,2606,-35.3490795,149.0898262,-35.3314007,149.1273643,-35.3663854,149.0629043
Ombersley,VIC,3241,-38.260588,143.9541563,-38.1153179,144.1074709,-38.430045,143.7273889
Omeo,VIC,3898,-37.022052,147.5079912,-36.8072192,147.8624128,-37.2498271,147.2345969
Omeo Valley,VIC,3898,-37.022052,147.5079912,-36.8072192,147.8624128,-37.2498271,147.2345969
Ondit,VIC,3249,-38.36853,143.4338092,-38.0913319,143.8065869,-38.6938168,143.2761542
One Mile,NSW,2316,-32.7647951,152.0399534,-32.7169321,152.1326242,-32.8130051,151.9459623
One Tree Hill,SA,5114,-34.7161335,138.7794089,-34.6359441,138.8479091,-34.7753926,138.6449133
Ongerup,WA,6336,-33.9076796,118.3929417,-33.7681582,118.9163827,-34.237318,118.2333891
Onkaparinga Hills,SA,5163,-35.1332262,138.56876,-35.0998183,138.6071837,-35.174766,138.50159
Oodnadatta,SA,5734,-26.8146446,136.516262,-25.9981906,138.7440042,-27.8200892,134.2659389
Oombabeer,QLD,4718,-24.5729805,149.9744783,-24.3507261,150.1112613,-25.1405025,148.9578761
Oonah,TAS,7325,-41.0680807,145.6211457,-40.9318967,145.8202565,-41.278962,145.4017078
Oonoonba,QLD,4811,-19.360968,146.8198691,-19.269349,146.9178243,-19.4389298,146.7284214
Ootha,NSW,2875,-32.9751777,147.5532762,-32.6494078,147.9661734,-33.2648285,147.2853869
Opalton,QLD,4735,-23.3216584,141.7258239,-21.7504573,143.2535985,-24.7251465,140.3419121
Ophir,NSW,2800,-33.2792017,149.0582632,-32.9985831,149.3372039,-33.5943748,148.7077516
Opossum Bay,TAS,7023,-42.9928881,147.4094671,-42.9625023,147.4196822,-43.0084355,147.3917959
Orange Creek,QLD,4715,-24.6360972,150.3037323,-24.0106768,150.9836596,-24.890776,150.1536491
Orange Grove,NSW,2380,-30.9361952,150.1647697,-30.5898518,150.5096464,-31.2445092,149.82292
Orange Grove,WA,6109,-32.0440832,116.0118335,-32.0134976,116.0562675,-32.0656818,115.9707457
Orange Hill,QLD,4455,-26.5713754,148.7871121,-25.9109513,149.1417247,-27.6931762,148.0875642
Orange Springs,WA,6503,-31.1689573,115.7575196,-30.9719358,116.0563089,-31.4769231,115.4946605
Orchard Hills,NSW,2748,-33.818067,150.7330562,-33.7736636,150.7789657,-33.839922,150.6828741
Orchid Valley,WA,6394,-33.7768625,116.8910342,-33.4909816,117.2017799,-34.1115476,116.6962803
O'Reilly,QLD,4275,-28.0380223,153.1796489,-27.9052057,153.2388765,-28.2802137,153.0658855
Orelia,WA,6167,-32.2244737,115.8403461,-32.1803251,115.9008054,-32.2598879,115.7551309
Orford,TAS,7190,-42.4174663,147.8670095,-41.858413,148.2373857,-42.7426171,147.5063611
Orford,VIC,3284,-38.3689713,142.2007574,-38.1368649,142.2912271,-38.3967454,142.0302348
Orielton,TAS,7172,-42.7276445,147.6082338,-42.669765,147.7882504,-42.8010907,147.4666341
Orient,QLD,4850,-18.6498411,146.1622593,-18.3467778,146.3887547,-19.170192,144.9604975
Orion,QLD,4722,-24.1146499,148.0873152,-23.7767545,148.6647995,-25.2839085,146.5724582
Ormeau,QLD,4208,-27.7674471,153.2857165,-27.7211023,153.3913811,-27.8584871,153.2079882
Ormeau Hills,QLD,4208,-27.7674471,153.2857165,-27.7211023,153.3913811,-27.8584871,153.2079882
Ormiston,QLD,4160,-27.4869721,153.2390188,-27.4517434,153.269585,-27.5243442,153.2246546
Ormond,VIC,3204,-37.9193526,145.0438252,-37.8968081,145.0546869,-37.9347275,145.022458
Orrvale,VIC,3631,-36.4324574,145.4693163,-36.2953091,145.6992588,-36.62744,145.2976848
Osborne,NSW,2656,-35.2474643,146.786149,-35.0300125,147.094531,-35.5668524,146.463904
